experiment,read,sequence(; separated),positions (;spearated),order_doesn't_quite_work
EF1,f3985bf9-40e5-475a-808d-e8018ce3ee0e,symE;RBSc58;T1_L3S2P55;pac;RBSc36;J23100;T2_L3S2P21,-1:-330;-331:-361;-410:-466;-471:-3004;-3005:-3035;-3039:-3073;-5519:-5579,0
EF1,a5b44f32-0b39-4649-be67-401217e9247f,J23107,-1916:-1950,0
EF1,0d671a38-737c-475f-9fb1-b34a5dc0ef81,T2_L3S2P21;symE;RBSc58;J23113;T1_L3S2P55;pac;RBSc36;J23107,-340:-400;-404:-742;-743:-773;-777:-811;-822:-878;-882:-3430;-3431:-3461;-5711:-5745,0
EF1,05011c73-b883-4d7d-ba90-d0db45dea5d7,pac;J23116,-1:-447;-481:-515,0
EF1,e4fa7d1c-d418-4457-a2ac-998da00dfd16,J23102;RBSc36;pac;T1_L3S2P55;J23113;RBSc58;symE,509:543;547:577;578:3114;3118:3174;3185:3219;3223:3253;3254:3592,0
EF1,8ca57bcf-819b-4558-98bc-069ecfb364e5,pac;T1_L3S2P55;J23118;symE;T2_L3S2P21;J23116;RBSc36,1:1208;1212:1268;1280:1314;-1355:-1688;1692:1752;4191:4225;4229:4259,0
EF1,7c263201-ee94-40ae-912e-00a91362f761,J23116,411:445,0
EF1,a5782ce8-d25c-4a3a-bfb2-c49ef9bc8d85,J23116,-1017:-1051,0
EF1,1231478e-fa3a-49a6-b208-b72c3ba2281e,J23116,-185:-219,0
EF1,93a0952c-1546-4d05-9492-b2f84dfee094,J23118,961:995,0
EF1,ca44f0ec-e4ee-48f4-8c33-9ecaa0bb90f6,J23107;RBSc36;pac,528:562;566:596;597:1010,0
EF1,4366da0d-8ecf-42a4-bd6f-5e2f70fb4968,J23116,321:355,0
EF1,911e03c1-486a-4d6f-989e-d9fa32b3c683,pac;J23100;T2_L3S2P21;symE,-2:-1041;-1075:-1109;-3558:-3618;-3622:-3853,0
EF1,ef0fad41-bdd3-4f59-853b-a1da5fce4875,T2_L3S2P21;RBSc36;pac;T1_L3S2P55;J23113;RBSc42;symE,299:357;2839:2869;2870:5408;5412:5467;5478:5512;5516:5546;5547:5583,0
EF1,83ce6027-53f7-4fcf-8e50-b1668ff7debb,pac;T1_L3S2P55;J23116;RBSc44;symE;T2_L3S2P21,10:170;174:225;239:273;277:306;307:645;649:707,0
EF1,88260580-b34b-4437-8c42-f80dcb5ff67f,T2_L3S2P21;J23113;RBSc36;pac;T1_L3S2P55;symE,246:306;2750:2784;2788:2818;2819:5347;5351:5406;5416:5491,0
EF1,aa973ca5-163c-46f2-b14f-cde47010e6ca,J23113;pac;T1_L3S2P55;J23118;RBSc36;symE;T2_L3S2P21,1179:1213;1248:3788;3792:3848;3859:3893;3897:3927;3928:4266;4270:4330,0
EF1,17350c18-02f5-484c-aae1-104ce70a1a5b,pac;T1_L3S2P55;J23107;RBSc36;symE,-1:-1787;1793:1848;1859:1893;1897:1927;1928:1960,0
EF1,2ad08621-f9f6-4197-81fa-1bece67a57df,J23116,1879:1913,0
EF1,80987935-dde7-4aeb-9ab1-e9fc58f0bddb,J23102;pac,243:277;314:841,0
EF1,b9bbc222-f4b4-4216-b42c-06fee972467d,J23118;RBSc36;pac,456:490;494:524;525:747,0
EF1,fc06b2ff-5472-4d52-958f-54e44bd41dc7,pac;RBSc36;J23118,-1:-1416;-1417:-1447;-1451:-1485,0
EF1,23d8c94c-2846-405f-8fb9-7645aced1068,J23113;RBSc36;pac,1322:1356;1360:1390;1391:1498,0
EF1,81bc4383-7345-46a1-8639-446ea5043809,pac;RBSc36;J23118,-5:-2076;-2077:-2107;-2111:-2145,0
EF1,4a76322d-c5ee-44e7-85f2-1f9f86af1750,J23116,-1197:-1231,0
EF1,7eb1371a-5f32-4677-b7bd-1ce3f9a517bb,J23116,9:43,0
EF1,800df8da-17ec-4eeb-9071-db4d9cd5b8ea,J23116,938:972,0
EF1,294ff283-f6c3-40b6-a47b-a60fed539017,T2_L3S2P21;symE;RBSc36;J23107;T1_L3S2P55;pac;J23113,-956:-1015;-1019:-1357;-1358:-1388;-1392:-1426;-1437:-1492;-1496:-4033;-4069:-4103,0
EF1,01fab08d-c441-4a41-81c7-73b2610238a8,symE;RBSc44;J23116;T1_L3S2P55;pac,-1:-266;-267:-296;-300:-334;-345:-401;-405:-2691,0
EF1,5c9d81c6-b943-4933-94f3-8ff015c74838,pac;T1_L3S2P55;J23100;RBSc36;symE;T2_L3S2P21,333:2861;2865:2920;2931:2965;2969:2999;3000:3334;3338:3398,0
EF1,76adb8d2-4747-4ec4-861f-26b66ef877a7,symE;RBSc36;J23100;T1_L3S2P55;pac,-284:-614;-615:-645;-649:-683;-694:-750;-754:-3290,0
EF1,dca43d72-aa6b-42f1-8080-1c9faf5c977b,pac;RBSc36;J23116,-2:-1017;-1018:-1048;-1052:-1086,0
EF1,a6fdf72f-b90a-46a7-8ef7-a3d52fe4ed70,J23116;RBSc36;pac;T1_L3S2P55,168:202;206:236;237:2764;2768:2824,0
EF1,a1f0a9b9-6df8-4338-9221-d4f17d3f13ea,J23116,-173:-207,0
EF1,e9637fa1-644b-4f23-993c-e9e51a825df1,T2_L3S2P21;symE;RBSc36;J23107,-1585:-1635;-1645:-1982;-1983:-2013;-2017:-2051,0
EF1,435d0037-6117-4e4b-9f58-9537eada5cc6,J23113,1603:1635,0
EF1,14f0b109-c8a5-434f-b905-32238f53fc5c,J23116;RBSc36;pac;T1_L3S2P55;J23100;symE;T2_L3S2P21,115:149;153:183;184:906;2642:2693;2708:2742;2778:3112;3116:3175,0
EF1,af45c621-84bd-4806-b46f-ebdb6d606afe,pac;RBSc36;J23118,-14:-714;-715:-745;-749:-783,0
EF1,c2442546-714b-4e98-8852-c86095ce6ac2,J23102;J23113;RBSc44;symE;T2_L3S2P21,185:219;430:464;468:497;498:835;839:898,0
EF1,bf737057-0dff-43de-a2cb-48e7efb61638,J23102;J23118;RBSc36;symE;T2_L3S2P21,1247:1281;1493:1527;1531:1561;1562:1901;1905:1959,0
EF1,d1aaf4f6-3fe5-4c9b-a954-ec376239c9e7,J23116;RBSc36;pac,277:311;315:345;346:911,0
EF1,9a1667fb-7656-4b47-a55a-b9df7020e54e,pac;RBSc36;J23113,-1:-2115;-2116:-2146;2150:2181,0
EF1,7f90edca-0d73-426e-ae76-4cdfdad2eeb1,pac;RBSc36;J23113,-16:-1079;-1080:-1110;-1114:-1148,0
EF1,a4b89dac-99ed-44ba-9b32-77d783a75954,T2_L3S2P21;symE;RBSc58;J23113;T1_L3S2P55;pac;RBSc36,-2469:-2528;-2532:-2870;-2871:-2901;-2905:-2939;-2950:-2997;-3009:-5546;-5547:-5577,0
EF1,c4765501-0991-46b1-9fe4-33b9e6ed1966,J23113;RBSc36;symE;T2_L3S2P21,1266:1300;1304:1334;1335:1673;1677:1726,0
EF1,0811c145-a63b-488b-b596-9caedc1bcd53,pac;T1_L3S2P55;symE;T2_L3S2P21;J23100;RBSc36,1:1083;1087:1143;-1155:-1488;1492:1546;4004:4038;4042:4072,0
EF1,bd12f57e-0068-4727-be39-1104d115c152,J23118;RBSc36;pac;T1_L3S2P55;RBSc13;symE;T2_L3S2P21,316:350;354:384;385:2916;2920:2976;3024:3054;3055:3393;3397:3451,0
EF1,11830c65-83ae-4851-9efd-4223e249b484,J23102;RBSc36;pac,732:766;770:800;801:2215,0
EF1,b4e31829-4200-4100-bd7e-637ded81357a,J23116;RBSc36;pac;T1_L3S2P55;RBSc58;symE,1104:1138;1142:1172;1173:3702;3706:3762;3811:3841;3842:4019,0
EF1,a8142537-1eb4-494c-825d-cb60f4b10358,J23116,377:411,0
EF1,b3c6c390-44fb-426e-a931-2cb475b314e7,J23116,798:832,0
EF1,0aeb486e-dec2-435e-a7cf-7e4fd24532fb,symE;RBSc58;J23107;T1_L3S2P55;pac,-1:-176;-177:-207;-211:-245;-257:-311;-316:-409,0
EF1,ec4a4071-6e3d-4e31-9827-8834877bc2e0,J23116,-1097:-1131,0
EF1,3b2ad8ff-5b84-4060-b35d-65bfa21ff501,J23118;pac,1298:1332;1368:2809,0
EF1,422a0746-1108-4e1f-84dc-977d5142cbda,symE;RBSc36;J23118;T1_L3S2P55;pac,-1:-144;-145:-175;-179:-213;-224:-276;-280:-2811,0
EF1,2c5bcd0f-90db-4cc7-8703-a3c8698fcd57,pac;T1_L3S2P55;J23116;RBSc36;symE;T2_L3S2P21,1:959;963:1019;1030:1064;1068:1098;1099:1437;1441:1496,0
EF1,f4934385-76ab-4570-8887-dbc19b7991ff,symE;RBSc42;J23118;T1_L3S2P55;pac,-1469:-1807;-1808:-1838;-1842:-1876;-1887:-1943;-1947:-4489,0
EF1,e3929e35-b121-4892-8d90-ea0f271121bd,J23113;RBSc36;pac;T1_L3S2P55;J23116,649:683;687:717;718:3257;3261:3317;3328:3362,0
EF1,22cc7045-3790-4e98-9a52-446057a911f9,pac;RBSc36;J23113;T2_L3S2P21;symE;J23116;T1_L3S2P55,-1:-142;-143:-173;-177:-211;-2654:-2710;-2720:-3052;3087:3118;-3132:-3188,0
EF1,b8e32389-4b87-492a-97d4-cf5dd05aacc6,RBSc13;J23116;T1_L3S2P55;pac,-471:-501;-505:-539;-550:-581;-605:-923,0
EF1,4545ac11-128c-4d2e-a424-f973bb68dfbc,pac;T1_L3S2P55;J23107;RBSc36;symE;T2_L3S2P21,1677:4215;4219:4275;4286:4320;4324:4354;4355:4694;4698:4752,0
EF1,a0b7d572-993c-4f8f-a289-66a3ada48806,J23107,811:845,0
EF1,ee3d0a59-9a01-42ea-999f-c0d99a15c1a3,J23116,-1288:-1322,0
EF1,3a21c5e3-b957-475d-a9fd-1fa74492c44c,RBSc36;J23113;symE;T1_L3S2P55;pac,-2324:-2354;-2358:-2392;-4876:-5209;-5288:-5344;-5348:-5569,0
EF1,6ffaa6b0-825a-45f5-bfd8-8a3a301c24fa,J23100;T1_L3S2P55;pac,-2165:-2199;-2210:-2266;-2270:-3193,0
EF1,d339a82c-a7ba-49f9-9ba9-a2559ab243b9,pac;T2_L3S2P21;symE;RBSc36;J23116;T1_L3S2P55,-1:-347;-2873:-2931;-2942:-3270;-3271:-3301;-3305:-3339;-3350:-3406,0
EF1,7c1b096b-7d70-4ce6-8439-dc274d6a314f,J23116,-500:-534,0
EF1,610b74f5-a25f-4561-8139-bfb00abd8e77,pac;J23118;symE,1:1222;1235:1269;1306:1479,0
EF1,2faf0b50-d951-4689-92bf-6aa3d4f4f1ca,J23107,-237:-271,0
EF1,633bfcfc-4c5e-458f-aa47-4042be71f7e1,pac;RBSc36;J23113,-57:-107;-108:-138;-142:-176,0
EF1,7eb8ca30-a36b-4d1d-bb6b-c89bd1d5926f,pac;J23107,-5:-48;-83:-117,0
EF1,60840a20-3d5a-4c2f-beaa-b90731303e22,J23116,-901:-935,0
EF1,be6e0e7b-93c4-48ae-bbd4-cab48b1dc620,J23116,2036:2070,0
EF1,e00097c1-7a75-44b5-9ceb-a5812d01552a,J23113,681:715,0
EF1,62b748f7-1a4a-499a-9b9b-db4e74d9166d,J23107,-1208:-1242,0
EF1,f78921c2-764a-4e31-9cdf-2961a112a424,J23116;pac,3577:3611;5188:5757,0
EF1,93a3fdcf-eb44-4be6-89ea-bf1cc72d162c,J23116,-1026:-1060,0
EF1,fdbed8ba-4380-464a-aaa5-87f270bf2e3b,pac;T1_L3S2P55;J23118;RBSc36;symE;T2_L3S2P21,1:899;903:959;970:1004;1008:1038;1039:1377;1381:1440,0
EF1,0c67bb9f-ef4f-4863-9a48-512cf2c772e7,pac;RBSc36;J23113,-1:-1638;-1639:-1669;-1673:-1707,0
EF1,7f7bda98-f997-430a-9a23-f2be7f36a5d1,pac;RBSc36;J23116,-1:-2409;-2410:-2440;-2444:-2478,0
EF1,726d05cd-5433-4675-9e30-359691db2e12,T2_L3S2P21;symE;RBSc42;J23107;T1_L3S2P55;pac,-2017:-2076;-2080:-2418;-2419:-2449;-2453:-2487;-2497:-2552;-2556:-5074,0
EF1,d2a7ca47-812e-4e24-86c1-201f3a678833,J23116,-329:-363,0
EF1,c0dd5947-c99a-437f-9ea0-03e05c4423a7,J23116,1261:1295,0
EF1,3b5beaeb-ae23-46d4-87fa-8bcef68ce067,pac;J23118,-1:-388;-421:-455,0
EF1,ea5de521-f171-4624-b7c3-c369654d20a1,J23118;RBSc36;pac,1222:1256;1260:1290;1291:1585,0
EF1,9029784a-a133-4238-a44a-475bc48ccc52,J23102;RBSc36,1282:1316;1320:1350,0
EF1,b79bc38b-5c11-442b-8b95-fe609aa5d014,J23116,577:611,0
EF1,f1d8f8d0-5347-4378-93b0-481fff1c6c22,J23116,-942:-976,0
EF1,9210d7b6-3e98-4ca2-bf09-cb33f667c9cc,pac;T1_L3S2P55;J23100;RBSc42;symE,-1:-2118;2122:2178;2189:2223;2227:2257;2258:2290,0
EF1,8b7aa36e-aa60-4930-8f0b-39747283ce16,J23116,563:597,0
EF1,3b4308e6-c78e-4208-9f4e-f8f2aef8b598,pac;T1_L3S2P55;J23113;RBSc13;symE;T2_L3S2P21;J23100;RBSc36,1:620;636:682;693:727;731:761;762:1100;1104:1162;3605:3639;3643:3673,0
EF1,ef2464ec-2fa4-4d0c-83e9-a2a3f5065667,J23107,1213:1246,0
EF1,f3d19ad2-8b2c-491d-ac17-84d9ede05d31,J23102,387:421,0
EF1,ae1bf6b6-bad7-4fb0-aa9b-7574b8f3dd47,J23116,1335:1369,0
EF1,1397ee53-20bc-4cff-93d4-813dfcf2ab9d,J23116;pac,2201:2235;2271:4141,0
EF1,c893a722-b70f-494b-b728-8e560eb3a026,symE;RBSc42;J23107;T1_L3S2P55;pac,-1:-198;-199:-229;-233:-267;-278:-334;-338:-678,0
EF1,fff0f125-c9dc-45d3-b620-c052c4fd9636,pac;RBSc36;J23116,-4:-586;-587:-617;-621:-655,0
EF1,5bba18dd-0a70-4b80-94cb-79cdb6f61f66,J23102;J23118;RBSc36;symE;T2_L3S2P21,313:347;559:593;597:627;628:968;972:1031,0
EF1,3842145e-e00f-4495-ac74-66c67ce77969,pac;T1_L3S2P55;J23107;RBSc42;symE,1:316;320:376;387:421;425:455;456:518,0
EF1,a4953d41-3212-4ee9-a4f6-987e0e962790,pac;T1_L3S2P55;J23116;RBSc36;symE;T2_L3S2P21,-1:-1613;1617:1673;1684:1718;1724:1752;1753:2090;2094:2151,0
EF1,dd13f241-8ae4-4e54-9eef-c71dceed6c8e,pac;RBSc36;J23113;T2_L3S2P21;symE;RBSc42;T1_L3S2P55,-2:-1177;-1178:-1208;-1212:-1246;-3690:-3749;-3753:-4091;-4092:-4122;-4171:-4227,0
EF1,3f41ec72-d239-4aff-a8c2-18c5aee8943e,J23116,386:420,0
EF1,da02a369-da0f-48c5-90d3-701a6491fcd7,J23113;pac;T1_L3S2P55;J23116;RBSc36;symE;T2_L3S2P21,441:475;510:3047;3051:3107;3118:3152;3156:3186;3187:3526;3530:3588,0
EF1,fb81b4a4-f614-412c-8c8f-efe3a7df28d3,J23116,526:561,0
EF1,43e5c2f1-6d5e-4fbd-9372-71f37f26ff27,J23116,662:696,0
EF1,b093f7bc-505b-4d1e-a6e9-3ee4bfb0ebd6,J23107;pac;T1_L3S2P55;RBSc36;symE;T2_L3S2P21,1322:1356;1392:3930;3934:3986;4044:4074;4075:4413;4417:4477,0
EF1,47e8f455-fa16-48a7-962b-5bcb26a1ed6f,symE;J23116;T1_L3S2P55;pac;RBSc36;J23107,-1185:-1523;-1558:-1592;-1603:-1656;-1660:-4186;-4190:-4218;-4222:-4256,0
EF1,34877472-003c-4f42-96cc-9a65f78d71c4,T2_L3S2P21;symE;RBSc13;J23116;T1_L3S2P55;pac,-357:-416;-420:-757;-758:-788;-792:-826;-837:-893;-897:-2267,0
EF1,448b0010-4867-4d4d-a159-1e4cfd882a10,symE;J23107;T1_L3S2P55;pac,-1:-290;-328:-362;-373:-429;-434:-1133,0
EF1,58164ded-b90a-498d-a018-9251575c3019,J23100;RBSc36;pac,869:903;907:937;938:1932,0
EF1,54b904d3-e4f7-4d60-8739-d70ea94677c2,J23113;RBSc36;symE;T2_L3S2P21,13:47;51:81;82:417;427:479,0
EF1,971073be-3047-44fd-8bff-0e2e56a41fcd,symE;RBSc36;J23100;T1_L3S2P55;pac;J23118;T2_L3S2P21,-1:-137;-138:-168;-172:-206;-217:-273;-277:-2813;-2848:-2882;-5322:-5381,0
EF1,52f4629f-879a-4386-983c-088cbbe6118d,RBSc36;symE;T2_L3S2P21;J23102,99:129;130:468;472:536;2984:3018,0
EF1,6b733509-1ce6-4fcf-9fb6-418e74e5e914,J23116,-905:-939,0
EF1,249fbd4a-1eb7-4ce5-afdd-3b8a0da3155b,J23107,1184:1218,0
EF1,af4dce2d-71ad-4424-98ea-5f731cb4829e,pac;T1_L3S2P55;J23116;RBSc44;symE,-1:-1764;1768:1820;1834:1867;1871:1900;1901:2238,0
EF1,58377035-19bc-4574-8ffa-e0b991fa05c2,symE;RBSc42;J23118;T1_L3S2P55;pac,-1:-198;-199:-229;-233:-267;-278:-333;-337:-528,0
EF1,19f86fb6-0d82-4aa7-ac54-542f26f1079e,symE;J23107,11:350;-387:-421,0
EF1,1387a0c5-514a-4de4-a453-eb086997c723,pac;T1_L3S2P55;J23116;RBSc36;symE,1:443;447:502;513:547;551:581;582:691,0
EF1,28ae7f22-5827-4262-a72a-c796ce7840ca,pac;RBSc36;J23116,-1:-797;-798:-828;-832:-866,0
EF1,bbcc938e-2127-4f4f-8bae-999b45c2f356,J23116,175:208,0
EF1,1526d5fb-1089-4a45-8e46-129dc2c41756,J23118;T1_L3S2P55;pac,-37:-71;-82:-138;-142:-198,0
EF1,1d6e5cd7-1429-43b3-9e02-5909a41e9da7,J23116,-773:-807,0
EF1,e9ed5872-7754-429b-950c-e179328d0922,J23102;T2_L3S2P21;symE;RBSc36;J23107,-124:-158;-2604:-2664;-2668:-3005;-3006:-3036;-3040:-3074,0
EF1,23da0046-37b5-4aa3-bc0d-a024d6d7dde5,J23107,1711:1745,0
EF1,95574f4e-f06e-4842-9473-97ca121ccd2e,J23116,-19:-53,0
EF1,05f7b6db-f7ea-4b2f-ba01-40d8e6310732,J23113,505:535,0
EF1,4e48e7d6-4753-43da-8c93-9dec12f83efc,J23100;RBSc36;pac,987:1021;1025:1055;1056:1099,0
EF1,00b145be-fe9a-4470-a93a-d359867694bf,J23116,292:326,0
EF1,f3b8e6cb-dc1d-4554-a8b7-eba9f525d2e7,J23116,-297:-331,0
EF1,25ca02db-2a70-4215-9225-40e0afa811dc,J23116,1013:1047,0
EF1,07b046bb-5e8f-4cfe-a0f9-f8988e99e322,RBSc36;pac;T1_L3S2P55;J23100,2737:2767;2768:5285;5298:5353;5364:5398,0
EF1,536ded9b-df79-4f77-a725-573fadc2f767,J23107;RBSc36,92:126;130:160,0
EF1,73dc22a9-fd39-4485-ba20-6a686b43e69c,pac;T1_L3S2P55;J23107;RBSc42;symE;T2_L3S2P21;J23113,1:235;239:295;306:340;344:374;375:711;715:774;3214:3248,0
EF1,ce5eb705-a6ae-4015-a4be-a24fa22ab2e2,J23116;RBSc36;pac,1007:1041;1046:1076;1077:2457,0
EF1,1e07f194-00ae-4455-b1ca-e050895a1982,pac;T1_L3S2P55;J23113;RBSc58;symE;T2_L3S2P21,1:61;65:121;132:166;170:200;201:537;541:601,0
EF1,ff2bfdac-3852-4490-b140-4eefa0b7afcc,J23116;RBSc36;pac,353:387;391:421;422:692,0
EF1,bc963cb3-d80e-4515-aba0-999d7b36f0be,J23116,705:739,0
EF1,029100e9-38da-4878-b7d3-3996ea8a655d,J23113;RBSc36;pac,205:239;243:273;274:1790,0
EF1,78ad891c-15fc-4164-8b65-2242668886b7,J23116,-1444:-1478,0
EF1,352489b5-34dd-4a44-888d-8edd007d82a1,J23107,1606:1640,0
EF1,22294896-d008-4b75-a285-8eb03f994e32,T2_L3S2P21;symE;RBSc36;J23118;T1_L3S2P55;pac,-2:-40;-44:-382;-383:-413;-417:-451;-462:-518;-522:-976,0
EF1,e4632492-8ef0-4f64-8403-4ad11a157c00,J23113;RBSc36,74:108;112:142,0
EF1,523c9ea2-0be0-4fb1-b01e-03bdacc8b2b0,pac;RBSc36;J23116,-1:-622;-623:-653;-657:-691,0
EF1,f6a0479a-cdb1-43e1-bc20-8e37d362b2e3,pac;T1_L3S2P55;J23107;symE;T2_L3S2P21;J23116;RBSc36,1:155;159:215;226:261;296:634;638:698;3148:3182;3186:3216,0
EF1,026f1d35-8f38-4671-a5da-d63f6d1cf7ce,J23116,1972:2006,0
EF1,4675872c-5a96-43c0-b7df-b2af2660e86f,pac;RBSc36;J23107,-1:-160;-161:-191;-195:-229,0
EF1,57ec8a7f-1401-4b6a-9511-88ad39f9a452,J23116,1612:1646,0
EF1,45eb5c4a-64f7-4f3c-94cd-372eeb0ba89e,J23113;RBSc36;pac,166:200;204:234;235:2712,0
EF1,ba8cded6-9643-4ea3-b5c4-6f487cc08b3a,pac;RBSc36;J23113,-1:-2488;-2489:-2519;-2523:-2557,0
EF1,9495c035-e072-4afa-b229-ac78142f7757,J23113,661:695,0
EF1,8df50b3c-3a43-462c-aff7-47d2d95bc792,J23116,925:956,0
EF1,5410b83a-017a-4a91-a3ee-f3e635b74f8a,J23100;RBSc36;pac,1251:1285;1289:1319;1320:1371,0
EF1,af79dbc9-bd58-464d-b9b2-e881f131a6a9,symE;J23116;T1_L3S2P55;pac,-4718:-5056;-5086:-5120;-5131:-5187;-5191:-5497,0
EF1,665d38f2-791a-49e3-ad4c-5a721592020f,pac;J23113,-1:-1784;-1817:-1851,0
EF1,ca2cc301-301e-4573-9bd2-159ca46693ea,T1_L3S2P55;J23118;symE;T2_L3S2P21;J23113;RBSc36;pac,2030:2086;2097:2131;2166:2501;2505:2565;5009:5043;5047:5077;5078:5583,0
EF1,754a712d-8cee-46d5-b736-5e4d5909f4f1,J23116;RBSc36;pac;T1_L3S2P55;J23118;RBSc42;symE;T2_L3S2P21,2160:2194;2198:2228;2229:4760;4764:4819;4830:4864;4868:4898;4899:5237;5241:5300,0
EF1,3cb85d62-fff4-46d5-9f29-2be977ecb837,pac;RBSc36;J23116,-1:-159;-160:-190;-194:-228,0
EF1,32079f57-7c76-4e0c-a498-dd0ce88f88b1,J23116,-208:-242,0
EF1,eefc4b22-5cf8-43ee-91a3-6f63322a0a74,J23102;pac,606:640;681:1685,0
EF1,d159e0f3-94e9-4ca1-b397-d71a0c517321,J23107;pac,878:912;946:3303,0
EF1,a758dcaf-0c8c-454b-9570-f17177d172d5,pac;RBSc36;J23116,-8:-1511;-1512:-1542;1546:1577,0
EF1,70e0df4d-2492-441f-b787-b7e8a98fbdb0,J23113;pac,178:210;246:930,0
EF1,ea9506be-79f0-43a1-a642-c541241191b2,pac;J23113;T2_L3S2P21;symE;RBSc58;T1_L3S2P55,-1:-637;-672:-706;-3154:-3214;-3218:-3556;-3557:-3587;-3636:-3682,0
EF1,2d6eafd4-e8a2-45c3-84b6-96ddf0c3a528,J23116;RBSc36;pac,912:946;950:980;981:1510,0
EF1,35959417-8ffa-4558-a747-980bc6c3758b,RBSc58;J23107;T2_L3S2P21;symE,-1203:-1233;-1237:-1271;-3717:-3777;-3781:-4119,0
EF1,81357b07-5edf-49d2-b32c-40b84b087cb5,pac;T1_L3S2P55;J23113;RBSc13,3:470;474:523;541:575;579:609,0
EF1,ae03751a-6570-4f1b-8a7e-92a26ac0e1a1,pac;T1_L3S2P55;J23113;RBSc33;symE;T2_L3S2P21,1:177;187:233;244:278;282:312;313:647;651:712,0
EF1,17495642-3c44-49fa-942e-ef96f7e14088,J23116,181:215,0
EF1,0a3f2b77-8d72-4e7c-9a0b-e5c34fecee1d,J23107,964:998,0
EF1,ddb13e71-d023-4f25-a9a7-35236d5ac604,J23116,-1837:-1871,0
EF1,bdbd8566-3dff-4a6e-a6b0-e603fa5b760e,symE;J23113;T1_L3S2P55;pac,-1:-278;-313:-347;-358:-414;419:2522,0
EF1,891d8fbb-7606-4651-8bd4-5dd146c5b0aa,J23116,316:350,0
EF1,29d2b877-d84b-4353-aee0-72d3d76bef3b,T1_L3S2P55;J23113;RBSc44;symE;T2_L3S2P21;J23116;RBSc36;pac,1639:1695;1706:1740;1744:1773;1774:2112;2116:2176;4586:4620;4624:4654;4655:5541,0
EF1,dbe16559-ee21-4aa4-8ad5-ba5f4f9b39be,T1_L3S2P55;J23113;RBSc36;symE,1:56;67:101;105:135;136:292,0
EF1,71d58c3d-3c41-4134-9860-778c589f5881,J23107,-642:-676,0
EF1,61bc407f-6a68-4501-b141-29379fdeeaed,J23116;RBSc36;symE,625:659;663:693;694:1032,0
EF1,b768c163-c622-4c78-b37d-ef4fd8df0c51,J23116,-1069:-1103,0
EF1,1b46c1dd-c201-46a9-ad53-b5ec6f75143c,symE;RBSc58;J23116;T1_L3S2P55;pac,-1:-162;-163:-193;-197:-231;-242:-298;-302:-1331,0
EF1,12182b67-7e35-4ecd-bbf8-af31bb70027f,J23116,104:138,0
EF1,1321f3fb-7dac-42e2-aade-32ed8127d592,J23107,170:204,0
EF1,1227611d-445d-4648-b070-9a3fca9d1ae6,J23107,-2029:-2063,0
EF1,546d9e55-3dcd-4f94-b766-18c59e58534c,J23116,1436:1470,0
EF1,ce98fdad-13dc-427f-b83b-e0fa73e2441e,J23116,731:765,0
EF1,4f8a9723-43ca-4b89-8520-b3e0c84fede2,J23118;RBSc36;pac;T1_L3S2P55;J23116;RBSc33;symE,130:164;168:198;199:2732;2736:2792;2803:2837;2841:2871;2872:3210,0
EF1,2510f242-fd0e-486e-8886-ae904441d0d7,J23116;RBSc36;pac,186:220;224:254;255:1547,0
EF1,a74f69a8-848a-4207-97ac-16bcde823f90,symE;RBSc42;J23113;T1_L3S2P55;pac,-5:-343;-344:-374;-388:-415;-436:-484;-488:-1237,0
EF1,c78587a1-d7b9-4484-860d-7d3c8ae819e6,pac;RBSc36;J23113,-4:-1945;-1946:-1976;-1980:-2014,0
EF1,40d5338c-c2a9-4e99-a292-0600784f65e6,J23116,187:221,0
EF1,c7fb4331-727f-4ebe-b084-52451165f646,pac;J23113,-1:-1664;-1701:-1735,0
EF1,c2cb986d-365c-4d25-8132-6711019dea14,symE;RBSc58;J23113;T1_L3S2P55;pac,-1:-280;-281:-311;-315:-349;-360:-417;-421:-1203,0
EF1,2be954d1-ff2a-444d-8eec-a193538f67a6,T2_L3S2P21;symE;RBSc13;J23113;T1_L3S2P55;pac,-890:-949;-953:-1291;-1292:-1322;-1326:-1360;-1371:-1427;1431:3219,0
EF1,1f1f5ceb-3da6-41e5-8d43-453a0546ae7f,J23116,-1205:-1239,0
EF1,7caad7c6-373b-4c25-8bfe-a23af9a5eb94,J23116,-1153:-1187,0
EF1,434c9282-3397-43f3-8cef-2e3ba82f3afa,J23107;RBSc36;pac,504:538;542:572;573:2750,0
EF1,0c92c744-5e6c-4435-bb00-645c63c77409,J23116;RBSc36;pac,90:124;128:158;159:1146,0
EF1,791a7e04-db3d-4327-bcc6-2fd946e6fb99,T2_L3S2P21;symE;J23100;T1_L3S2P55;pac,-475:-534;-538:-877;-911:-945;-956:-1012;-1016:-1507,0
EF1,6fb4afd0-ccb8-4ea6-b93a-ef1448be5f6e,symE;RBSc58;J23107;T1_L3S2P55;pac,-1:-245;-246:-276;-280:-314;-325:-381;-385:-822,0
EF1,533be9bd-e345-4ffb-994a-bec9d70b0d39,J23113;pac;T1_L3S2P55;J23107;RBSc36;symE;T2_L3S2P21,330:364;399:2927;2931:2986;2997:3031;3035:3065;3066:3404;3408:3466,0
EF1,973febe1-e369-4bf3-9539-2524145031d9,T1_L3S2P55;pac;RBSc36;J23116,-1410:-1466;-1470:-4006;-4007:-4037;-4049:-4080,0
